taxonomy,concept,unit,value,start,end,filed,accn,form,frame,fy,fp
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2013-09-28,2013-10-30,0001193125-13-416534,10-K,CY2013Q3I,2013,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4I,2014,Q1
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2014-03-29,2014-04-24,0001193125-14-157311,10-Q,CY2014Q1I,2014,Q2
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,CY2014Q2I,2014,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,CY2014Q3I,,
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4I,2015,Q1
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,2500000000,,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1I,2015,Q2
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,3500000000,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,6000000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,CY2015Q3I,2015,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,6834000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,CY2016Q3I,2016,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,9220000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,CY2017Q3I,2017,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,8750000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,CY2018Q3I,2018,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,9528000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,CY2019Q3I,2019,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,11389000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,CY2020Q3I,2020,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,10202000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,CY2021Q3I,2021,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,10645000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,CY2022Q3I,2022,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,12265000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,CY2023Q3I,2023,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,USD,9936000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,CY2024Q3I,2024,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,0,,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,CY2013Q2I,2013,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,0,,2013-09-28,2013-10-30,0001193125-13-416534,10-K,CY2013Q3I,2013,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,0,,2013-12-28,2014-01-28,0001193125-14-024487,10-Q,CY2013Q4I,2014,Q1
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,0,,2014-03-29,2014-04-24,0001193125-14-157311,10-Q,CY2014Q1I,2014,Q2
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,0,,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,CY2014Q2I,2014,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,2500000000,,2014-09-27,2014-10-27,0001193125-14-383437,10-K,,2014,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,2500000000,,2014-09-27,2015-01-28,0001193125-15-023732,8-K,CY2014Q3I,,
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,2500000000,,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4I,2015,Q1
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,2500000000,,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1I,2015,Q2
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,2500000000,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,3500000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,CY2015Q3I,2015,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,6500000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,CY2016Q3I,2016,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,8863000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,CY2017Q3I,2017,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,10183000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,CY2018Q3I,2018,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,8750000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,CY2019Q3I,2019,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,9569000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,CY2020Q3I,2020,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,11391000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,CY2021Q3I,2021,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,9910000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,CY2022Q3I,2022,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,10775000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,CY2023Q3I,2023,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,USD,12342000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,CY2024Q3I,2024,FY
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,USD,0,,2013-06-29,2013-07-24,0001193125-13-300670,10-Q,CY2013Q2I,2013,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,USD,0,,2014-06-28,2014-07-23,0001193125-14-277160,10-Q,CY2014Q2I,2014,Q3
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,USD,0,,2014-12-27,2015-01-28,0001193125-15-023697,10-Q,CY2014Q4I,2015,Q1
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,USD,0,,2015-03-28,2015-04-28,0001193125-15-153166,10-Q,CY2015Q1I,2015,Q2
us-gaap,LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,USD,0,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,LongTermDebtNoncurrent,USD,28987000000,,2014-09-27,2015-07-22,0001193125-15-259935,10-Q,,2015,Q3
us-gaap,LongTermDebtNoncurrent,USD,28987000000,,2014-09-27,2015-10-28,0001193125-15-356351,10-K,CY2014Q3I,2015,FY
us-gaap,LongTermDebtNoncurrent,USD,47419000000,,2015-06-27,2015-07-22,0001193125-15-259935,10-Q,CY2015Q2I,2015,Q3
us-gaap,LongTermDebtNoncurrent,USD,53463000000,,2015-09-26,2015-10-28,0001193125-15-356351,10-K,,2015,FY
us-gaap,LongTermDebtNoncurrent,USD,53463000000,,2015-09-26,2016-01-27,0001193125-16-439878,10-Q,,2016,Q1
us-gaap,LongTermDebtNoncurrent,USD,53463000000,,2015-09-26,2016-04-27,0001193125-16-559625,10-Q,,2016,Q2
us-gaap,LongTermDebtNoncurrent,USD,53463000000,,2015-09-26,2016-07-27,0001628280-16-017809,10-Q,,2016,Q3
us-gaap,LongTermDebtNoncurrent,USD,53329000000,,2015-09-26,2016-10-26,0001628280-16-020309,10-K,CY2015Q3I,2016,FY
us-gaap,LongTermDebtNoncurrent,USD,53204000000,,2015-12-26,2016-01-27,0001193125-16-439878,10-Q,CY2015Q4I,2016,Q1
us-gaap,LongTermDebtNoncurrent,USD,69374000000,,2016-03-26,2016-04-27,0001193125-16-559625,10-Q,CY2016Q1I,2016,Q2
us-gaap,LongTermDebtNoncurrent,USD,68939000000,,2016-06-25,2016-07-27,0001628280-16-017809,10-Q,CY2016Q2I,2016,Q3
us-gaap,LongTermDebtNoncurrent,USD,75427000000,,2016-09-24,2016-10-26,0001628280-16-020309,10-K,,2016,FY
us-gaap,LongTermDebtNoncurrent,USD,75427000000,,2016-09-24,2017-02-01,0001628280-17-000717,10-Q,,2017,Q1
us-gaap,LongTermDebtNoncurrent,USD,75427000000,,2016-09-24,2017-05-03,0001628280-17-004790,10-Q,,2017,Q2
us-gaap,LongTermDebtNoncurrent,USD,75427000000,,2016-09-24,2017-08-02,0000320193-17-000009,10-Q,,2017,Q3
us-gaap,LongTermDebtNoncurrent,USD,75427000000,,2016-09-24,2017-11-03,0000320193-17-000070,10-K,CY2016Q3I,2017,FY
us-gaap,LongTermDebtNoncurrent,USD,73557000000,,2016-12-31,2017-02-01,0001628280-17-000717,10-Q,CY2016Q4I,2017,Q1
us-gaap,LongTermDebtNoncurrent,USD,84531000000,,2017-04-01,2017-05-03,0001628280-17-004790,10-Q,CY2017Q1I,2017,Q2
us-gaap,LongTermDebtNoncurrent,USD,89864000000,,2017-07-01,2017-08-02,0000320193-17-000009,10-Q,CY2017Q2I,2017,Q3
us-gaap,LongTermDebtNoncurrent,USD,97207000000,,2017-09-30,2017-11-03,0000320193-17-000070,10-K,,2017,FY
us-gaap,LongTermDebtNoncurrent,USD,97207000000,,2017-09-30,2018-02-02,0000320193-18-000007,10-Q,,2018,Q1
us-gaap,LongTermDebtNoncurrent,USD,97207000000,,2017-09-30,2018-05-02,0000320193-18-000070,10-Q,,2018,Q2
us-gaap,LongTermDebtNoncurrent,USD,97207000000,,2017-09-30,2018-08-01,0000320193-18-000100,10-Q,,2018,Q3
us-gaap,LongTermDebtNoncurrent,USD,97207000000,,2017-09-30,2018-11-05,0000320193-18-000145,10-K,CY2017Q3I,2018,FY
us-gaap,LongTermDebtNoncurrent,USD,103922000000,,2017-12-30,2018-02-02,0000320193-18-000007,10-Q,CY2017Q4I,2018,Q1
us-gaap,LongTermDebtNoncurrent,USD,101362000000,,2018-03-31,2018-05-02,0000320193-18-000070,10-Q,CY2018Q1I,2018,Q2
us-gaap,LongTermDebtNoncurrent,USD,97128000000,,2018-06-30,2018-08-01,0000320193-18-000100,10-Q,CY2018Q2I,2018,Q3
us-gaap,LongTermDebtNoncurrent,USD,93735000000,,2018-09-29,2018-11-05,0000320193-18-000145,10-K,,2018,FY
us-gaap,LongTermDebtNoncurrent,USD,93735000000,,2018-09-29,2019-01-30,0000320193-19-000010,10-Q,,2019,Q1
us-gaap,LongTermDebtNoncurrent,USD,93735000000,,2018-09-29,2019-05-01,0000320193-19-000066,10-Q,,2019,Q2
us-gaap,LongTermDebtNoncurrent,USD,93735000000,,2018-09-29,2019-07-31,0000320193-19-000076,10-Q,,2019,Q3
us-gaap,LongTermDebtNoncurrent,USD,93735000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,LongTermDebtNoncurrent,USD,92989000000,,2018-12-29,2019-01-30,0000320193-19-000010,10-Q,CY2018Q4I,2019,Q1
us-gaap,LongTermDebtNoncurrent,USD,90201000000,,2019-03-30,2019-05-01,0000320193-19-000066,10-Q,CY2019Q1I,2019,Q2
us-gaap,LongTermDebtNoncurrent,USD,84936000000,,2019-06-29,2019-07-31,0000320193-19-000076,10-Q,CY2019Q2I,2019,Q3
us-gaap,LongTermDebtNoncurrent,USD,91807000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,,2019,FY
us-gaap,LongTermDebtNoncurrent,USD,91807000000,,2019-09-28,2020-01-29,0000320193-20-000010,10-Q,,2020,Q1
us-gaap,LongTermDebtNoncurrent,USD,91807000000,,2019-09-28,2020-05-01,0000320193-20-000052,10-Q,,2020,Q2
us-gaap,LongTermDebtNoncurrent,USD,91807000000,,2019-09-28,2020-07-31,0000320193-20-000062,10-Q,,2020,Q3
us-gaap,LongTermDebtNoncurrent,USD,91807000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,LongTermDebtNoncurrent,USD,93078000000,,2019-12-28,2020-01-29,0000320193-20-000010,10-Q,CY2019Q4I,2020,Q1
us-gaap,LongTermDebtNoncurrent,USD,89086000000,,2020-03-28,2020-05-01,0000320193-20-000052,10-Q,CY2020Q1I,2020,Q2
us-gaap,LongTermDebtNoncurrent,USD,94048000000,,2020-06-27,2020-07-31,0000320193-20-000062,10-Q,CY2020Q2I,2020,Q3
us-gaap,LongTermDebtNoncurrent,USD,98667000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,LongTermDebtNoncurrent,USD,98667000000,,2020-09-26,2021-01-28,0000320193-21-000010,10-Q,,2021,Q1
us-gaap,LongTermDebtNoncurrent,USD,98667000000,,2020-09-26,2021-04-29,0000320193-21-000056,10-Q,,2021,Q2
us-gaap,LongTermDebtNoncurrent,USD,98667000000,,2020-09-26,2021-07-28,0000320193-21-000065,10-Q,,2021,Q3
us-gaap,LongTermDebtNoncurrent,USD,98667000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,LongTermDebtNoncurrent,USD,99281000000,,2020-12-26,2021-01-28,0000320193-21-000010,10-Q,CY2020Q4I,2021,Q1
us-gaap,LongTermDebtNoncurrent,USD,108642000000,,2021-03-27,2021-04-29,0000320193-21-000056,10-Q,CY2021Q1I,2021,Q2
us-gaap,LongTermDebtNoncurrent,USD,105752000000,,2021-06-26,2021-07-28,0000320193-21-000065,10-Q,CY2021Q2I,2021,Q3
us-gaap,LongTermDebtNoncurrent,USD,109106000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,LongTermDebtNoncurrent,USD,109106000000,,2021-09-25,2022-01-28,0000320193-22-000007,10-Q,,2022,Q1
us-gaap,LongTermDebtNoncurrent,USD,109106000000,,2021-09-25,2022-04-29,0000320193-22-000059,10-Q,,2022,Q2
us-gaap,LongTermDebtNoncurrent,USD,109106000000,,2021-09-25,2022-07-29,0000320193-22-000070,10-Q,,2022,Q3
us-gaap,LongTermDebtNoncurrent,USD,109106000000,,2021-09-25,2022-10-28,0000320193-22-000108,10-K,CY2021Q3I,2022,FY
us-gaap,LongTermDebtNoncurrent,USD,106629000000,,2021-12-25,2022-01-28,0000320193-22-000007,10-Q,CY2021Q4I,2022,Q1
us-gaap,LongTermDebtNoncurrent,USD,103323000000,,2022-03-26,2022-04-29,0000320193-22-000059,10-Q,CY2022Q1I,2022,Q2
us-gaap,LongTermDebtNoncurrent,USD,94700000000,,2022-06-25,2022-07-29,0000320193-22-000070,10-Q,CY2022Q2I,2022,Q3
us-gaap,LongTermDebtNoncurrent,USD,98959000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,,2022,FY
us-gaap,LongTermDebtNoncurrent,USD,98959000000,,2022-09-24,2023-02-03,0000320193-23-000006,10-Q,,2023,Q1
us-gaap,LongTermDebtNoncurrent,USD,98959000000,,2022-09-24,2023-05-05,0000320193-23-000064,10-Q,,2023,Q2
us-gaap,LongTermDebtNoncurrent,USD,98959000000,,2022-09-24,2023-08-04,0000320193-23-000077,10-Q,,2023,Q3
us-gaap,LongTermDebtNoncurrent,USD,98959000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,LongTermDebtNoncurrent,USD,99627000000,,2022-12-31,2023-02-03,0000320193-23-000006,10-Q,CY2022Q4I,2023,Q1
us-gaap,LongTermDebtNoncurrent,USD,97041000000,,2023-04-01,2023-05-05,0000320193-23-000064,10-Q,CY2023Q1I,2023,Q2
us-gaap,LongTermDebtNoncurrent,USD,98071000000,,2023-07-01,2023-08-04,0000320193-23-000077,10-Q,CY2023Q2I,2023,Q3
us-gaap,LongTermDebtNoncurrent,USD,95281000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,LongTermDebtNoncurrent,USD,95281000000,,2023-09-30,2024-02-02,0000320193-24-000006,10-Q,,2024,Q1
us-gaap,LongTermDebtNoncurrent,USD,95281000000,,2023-09-30,2024-05-03,0000320193-24-000069,10-Q,,2024,Q2
us-gaap,LongTermDebtNoncurrent,USD,95281000000,,2023-09-30,2024-08-02,0000320193-24-000081,10-Q,,2024,Q3
us-gaap,LongTermDebtNoncurrent,USD,95281000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,LongTermDebtNoncurrent,USD,95088000000,,2023-12-30,2024-02-02,0000320193-24-000006,10-Q,CY2023Q4I,2024,Q1
us-gaap,LongTermDebtNoncurrent,USD,91831000000,,2024-03-30,2024-05-03,0000320193-24-000069,10-Q,CY2024Q1I,2024,Q2
us-gaap,LongTermDebtNoncurrent,USD,86196000000,,2024-06-29,2024-08-02,0000320193-24-000081,10-Q,CY2024Q2I,2024,Q3
us-gaap,LongTermDebtNoncurrent,USD,85750000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,,2024,FY
us-gaap,LongTermDebtNoncurrent,USD,85750000000,,2024-09-28,2025-01-31,0000320193-25-000008,10-Q,,2025,Q1
us-gaap,LongTermDebtNoncurrent,USD,85750000000,,2024-09-28,2025-05-02,0000320193-25-000057,10-Q,CY2024Q3I,2025,Q2
us-gaap,LongTermDebtNoncurrent,USD,83956000000,,2024-12-28,2025-01-31,0000320193-25-000008,10-Q,CY2024Q4I,2025,Q1
us-gaap,LongTermDebtNoncurrent,USD,78566000000,,2025-03-29,2025-05-02,0000320193-25-000057,10-Q,CY2025Q1I,2025,Q2
us-gaap,LongTermPurchaseCommitmentAmount,USD,1400000000,2011-09-25,2012-03-31,2012-04-25,0001193125-12-182321,10-Q,,2012,Q2
us-gaap,LongTermPurchaseCommitmentAmount,USD,302000000,2011-09-25,2012-06-30,2012-07-25,0001193125-12-314552,10-Q,,2012,Q3
us-gaap,LongTermPurchaseCommitmentAmount,USD,302000000,2012-04-01,2012-06-30,2012-07-25,0001193125-12-314552,10-Q,CY2012Q2,2012,Q3
us-gaap,MarketableSecuritiesCurrent,USD,40388000000,,2018-09-29,2019-01-30,0000320193-19-000010,10-Q,,2019,Q1
us-gaap,MarketableSecuritiesCurrent,USD,40388000000,,2018-09-29,2019-05-01,0000320193-19-000066,10-Q,,2019,Q2
us-gaap,MarketableSecuritiesCurrent,USD,40388000000,,2018-09-29,2019-07-31,0000320193-19-000076,10-Q,,2019,Q3
us-gaap,MarketableSecuritiesCurrent,USD,40388000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,MarketableSecuritiesCurrent,USD,41656000000,,2018-12-29,2019-01-30,0000320193-19-000010,10-Q,CY2018Q4I,2019,Q1
us-gaap,MarketableSecuritiesCurrent,USD,42104000000,,2019-03-30,2019-05-01,0000320193-19-000066,10-Q,CY2019Q1I,2019,Q2
us-gaap,MarketableSecuritiesCurrent,USD,44084000000,,2019-06-29,2019-07-31,0000320193-19-000076,10-Q,CY2019Q2I,2019,Q3
us-gaap,MarketableSecuritiesCurrent,USD,51713000000,,2019-09-28,2019-10-31,0000320193-19-000119,10-K,,2019,FY
us-gaap,MarketableSecuritiesCurrent,USD,51713000000,,2019-09-28,2020-01-29,0000320193-20-000010,10-Q,,2020,Q1
us-gaap,MarketableSecuritiesCurrent,USD,51713000000,,2019-09-28,2020-05-01,0000320193-20-000052,10-Q,,2020,Q2
us-gaap,MarketableSecuritiesCurrent,USD,51713000000,,2019-09-28,2020-07-31,0000320193-20-000062,10-Q,,2020,Q3
us-gaap,MarketableSecuritiesCurrent,USD,51713000000,,2019-09-28,2020-10-30,0000320193-20-000096,10-K,CY2019Q3I,2020,FY
us-gaap,MarketableSecuritiesCurrent,USD,67391000000,,2019-12-28,2020-01-29,0000320193-20-000010,10-Q,CY2019Q4I,2020,Q1
us-gaap,MarketableSecuritiesCurrent,USD,53877000000,,2020-03-28,2020-05-01,0000320193-20-000052,10-Q,CY2020Q1I,2020,Q2
us-gaap,MarketableSecuritiesCurrent,USD,59642000000,,2020-06-27,2020-07-31,0000320193-20-000062,10-Q,CY2020Q2I,2020,Q3
us-gaap,MarketableSecuritiesCurrent,USD,52927000000,,2020-09-26,2020-10-30,0000320193-20-000096,10-K,,2020,FY
us-gaap,MarketableSecuritiesCurrent,USD,52927000000,,2020-09-26,2021-01-28,0000320193-21-000010,10-Q,,2021,Q1
us-gaap,MarketableSecuritiesCurrent,USD,52927000000,,2020-09-26,2021-04-29,0000320193-21-000056,10-Q,,2021,Q2
us-gaap,MarketableSecuritiesCurrent,USD,52927000000,,2020-09-26,2021-07-28,0000320193-21-000065,10-Q,,2021,Q3
us-gaap,MarketableSecuritiesCurrent,USD,52927000000,,2020-09-26,2021-10-29,0000320193-21-000105,10-K,CY2020Q3I,2021,FY
us-gaap,MarketableSecuritiesCurrent,USD,40816000000,,2020-12-26,2021-01-28,0000320193-21-000010,10-Q,CY2020Q4I,2021,Q1
us-gaap,MarketableSecuritiesCurrent,USD,31368000000,,2021-03-27,2021-04-29,0000320193-21-000056,10-Q,CY2021Q1I,2021,Q2
us-gaap,MarketableSecuritiesCurrent,USD,27646000000,,2021-06-26,2021-07-28,0000320193-21-000065,10-Q,CY2021Q2I,2021,Q3
us-gaap,MarketableSecuritiesCurrent,USD,27699000000,,2021-09-25,2021-10-29,0000320193-21-000105,10-K,,2021,FY
us-gaap,MarketableSecuritiesCurrent,USD,27699000000,,2021-09-25,2022-01-28,0000320193-22-000007,10-Q,,2022,Q1
us-gaap,MarketableSecuritiesCurrent,USD,27699000000,,2021-09-25,2022-04-29,0000320193-22-000059,10-Q,,2022,Q2
us-gaap,MarketableSecuritiesCurrent,USD,27699000000,,2021-09-25,2022-07-29,0000320193-22-000070,10-Q,,2022,Q3
us-gaap,MarketableSecuritiesCurrent,USD,27699000000,,2021-09-25,2022-10-28,0000320193-22-000108,10-K,CY2021Q3I,2022,FY
us-gaap,MarketableSecuritiesCurrent,USD,26794000000,,2021-12-25,2022-01-28,0000320193-22-000007,10-Q,CY2021Q4I,2022,Q1
us-gaap,MarketableSecuritiesCurrent,USD,23413000000,,2022-03-26,2022-04-29,0000320193-22-000059,10-Q,CY2022Q1I,2022,Q2
us-gaap,MarketableSecuritiesCurrent,USD,20729000000,,2022-06-25,2022-07-29,0000320193-22-000070,10-Q,CY2022Q2I,2022,Q3
us-gaap,MarketableSecuritiesCurrent,USD,24658000000,,2022-09-24,2022-10-28,0000320193-22-000108,10-K,,2022,FY
us-gaap,MarketableSecuritiesCurrent,USD,24658000000,,2022-09-24,2023-02-03,0000320193-23-000006,10-Q,,2023,Q1
us-gaap,MarketableSecuritiesCurrent,USD,24658000000,,2022-09-24,2023-05-05,0000320193-23-000064,10-Q,,2023,Q2
us-gaap,MarketableSecuritiesCurrent,USD,24658000000,,2022-09-24,2023-08-04,0000320193-23-000077,10-Q,,2023,Q3
us-gaap,MarketableSecuritiesCurrent,USD,24658000000,,2022-09-24,2023-11-03,0000320193-23-000106,10-K,CY2022Q3I,2023,FY
us-gaap,MarketableSecuritiesCurrent,USD,30820000000,,2022-12-31,2023-02-03,0000320193-23-000006,10-Q,CY2022Q4I,2023,Q1
us-gaap,MarketableSecuritiesCurrent,USD,31185000000,,2023-04-01,2023-05-05,0000320193-23-000064,10-Q,CY2023Q1I,2023,Q2
us-gaap,MarketableSecuritiesCurrent,USD,34074000000,,2023-07-01,2023-08-04,0000320193-23-000077,10-Q,CY2023Q2I,2023,Q3
us-gaap,MarketableSecuritiesCurrent,USD,31590000000,,2023-09-30,2023-11-03,0000320193-23-000106,10-K,,2023,FY
us-gaap,MarketableSecuritiesCurrent,USD,31590000000,,2023-09-30,2024-02-02,0000320193-24-000006,10-Q,,2024,Q1
us-gaap,MarketableSecuritiesCurrent,USD,31590000000,,2023-09-30,2024-05-03,0000320193-24-000069,10-Q,,2024,Q2
us-gaap,MarketableSecuritiesCurrent,USD,31590000000,,2023-09-30,2024-08-02,0000320193-24-000081,10-Q,,2024,Q3
us-gaap,MarketableSecuritiesCurrent,USD,31590000000,,2023-09-30,2024-11-01,0000320193-24-000123,10-K,CY2023Q3I,2024,FY
us-gaap,MarketableSecuritiesCurrent,USD,32340000000,,2023-12-30,2024-02-02,0000320193-24-000006,10-Q,CY2023Q4I,2024,Q1
us-gaap,MarketableSecuritiesCurrent,USD,34455000000,,2024-03-30,2024-05-03,0000320193-24-000069,10-Q,CY2024Q1I,2024,Q2
us-gaap,MarketableSecuritiesCurrent,USD,36236000000,,2024-06-29,2024-08-02,0000320193-24-000081,10-Q,CY2024Q2I,2024,Q3
us-gaap,MarketableSecuritiesCurrent,USD,35228000000,,2024-09-28,2024-11-01,0000320193-24-000123,10-K,,2024,FY
us-gaap,MarketableSecuritiesCurrent,USD,35228000000,,2024-09-28,2025-01-31,0000320193-25-000008,10-Q,,2025,Q1
us-gaap,MarketableSecuritiesCurrent,USD,35228000000,,2024-09-28,2025-05-02,0000320193-25-000057,10-Q,CY2024Q3I,2025,Q2
us-gaap,MarketableSecuritiesCurrent,USD,23476000000,,2024-12-28,2025-01-31,0000320193-25-000008,10-Q,CY2024Q4I,2025,Q1
us-gaap,MarketableSecuritiesCurrent,USD,20336000000,,2025-03-29,2025-05-02,0000320193-25-000057,10-Q,CY2025Q1I,2025,Q2
us-gaap,MarketableSecuritiesNoncurrent,USD,170799000000,,2018-09-29,2019-01-30,0000320193-19-000010,10-Q,,2019,Q1
us-gaap,MarketableSecuritiesNoncurrent,USD,170799000000,,2018-09-29,2019-05-01,0000320193-19-000066,10-Q,,2019,Q2
us-gaap,MarketableSecuritiesNoncurrent,USD,170799000000,,2018-09-29,2019-07-31,0000320193-19-000076,10-Q,,2019,Q3
us-gaap,MarketableSecuritiesNoncurrent,USD,170799000000,,2018-09-29,2019-10-31,0000320193-19-000119,10-K,CY2018Q3I,2019,FY
us-gaap,MarketableSecuritiesNoncurrent,USD,158608000000,,2018-12-29,2019-01-30,0000320193-19-000010,10-Q,CY2018Q4I,2019,Q1
us-gaap,MarketableSecuritiesNoncurrent,USD,145319000000,,2019-03-30,2019-05-01,0000320193-19-000066,10-Q,CY2019Q1I,2019,Q2
